athlete_id,Athlete,Country,Gender
3311,"NISOT, Fernand",BEL,Men
3312,"SWARTENBROEKS, Armand",BEL,Men
3313,"VAN HEGE, Louis",BEL,Men
3314,"VERBEECK, Oscar",BEL,Men
3315,"ACEDO, Domingo",ESP,Men
3316,"ARABOLAZA, Patricio",ESP,Men
3317,"ARRATE, Mariano",ESP,Men
3318,"ARTOLA, Juan",ESP,Men
3319,"BELAUTEGUIGOITIA LANDALUCE, Jose",ESP,Men
3320,"BILBAO, Sabino",ESP,Men
3321,"EQUIAZABAL, Ramon",ESP,Men
3322,"GIL, Ramon Moncho",ESP,Men
3323,"IZAGUIRRE, Silverio",ESP,Men
3324,"MORENO, Rafael",ESP,Men
3325,"OTERO, Luis",ESP,Men
3326,"PAGAZAURTUNDUO, Francisco",ESP,Men
3327,"SAMITIER VILALTA, José",ESP,Men
3328,"SANCHO, Agustin",ESP,Men
3329,"SESUMAGA, Félix",ESP,Men
3330,"VALLANA JEANGUENAT, Pedro",ESP,Men
3331,"VAZQUEZ, Joaquin",ESP,Men
3332,"ZAMORA MARTINEZ, Ricardo",ESP,Men
3333,"GOUNOT, Jean",FRA,Men
3334,"ZAMPORI, Giorgio",ITA,Men
3335,"TORRES, Marcos",FRA,Men
3336,"BERGER, Georges",FRA,Men
3337,"BOUCHES, Emile",FRA,Men
3338,"BOULANGER, René",FRA,Men
3339,"BUYENNE, Alfred",FRA,Men
3340,"CORDONNIER, Eugène",FRA,Men
3341,"DELSARTE, Léon",FRA,Men
3342,"DEMANET, Lucien",FRA,Men
3343,"DURIN, Paul Joseph",FRA,Men
3344,"DUVANT, Georges",FRA,Men
3345,"FAUCONNIER, Fernand",FRA,Men
3346,"HERMANN, Arthur",FRA,Men
3347,"HERSOYE, Albert",FRA,Men
3348,"HIGELIN, André",FRA,Men
3349,"HOEL, Auguste",FRA,Men
3350,"KEMPE, Louis",FRA,Men
3351,"LAGOUGE, Georges",FRA,Men
3352,"LEMAIRE, Paulin Alexandre",FRA,Men
3353,"LESPINASSE, Ernest",FRA,Men
3354,"MARTEL, Emile",FRA,Men
3355,"PIRARD, Jules",FRA,Men
3356,"POLLET, Eugène",FRA,Men
3357,"THURNHERR, Georges",FRA,Men
3358,"WARTELLE, Julien",FRA,Men
3359,"WARTELLE, Paul",FRA,Men
3360,"ANDREOLI, Arnaldo",ITA,Men
3361,"BATTISTA, Pastorini Battista",ITA,Men
3362,"BELOTTO, Ettore",ITA,Men
3363,"BIANCHI, Pietro",ITA,Men
3364,"BONATTI, Fernando",ITA,Men
3365,"CAMBIASO, Luigi",ITA,Men
3366,"CONTESSI, Luigi",ITA,Men
3367,"COSTIGLIOLO, Carlo",ITA,Men
3368,"COSTIGLIOLO, Luigi",ITA,Men
3369,"DOMENICHELLI, Guiseppe",ITA,Men
3370,"FERRARI, Roberto",ITA,Men
3371,"FREGOSI, Carlo",ITA,Men
3372,"GHIGLIONE, Romualdo",ITA,Men
3373,"LEVATI, Ambrogio",ITA,Men
3374,"LOI, Francesco",ITA,Men
3375,"LUCCHETTI, Vittorio",ITA,Men
3376,"MAIOCCO, Luigi",ITA,Men
3377,"MANDRINI, Ferdinando",ITA,Men
3378,"MANGIANTE, Lorenzo",ITA,Men
3379,"MANLIO, Mangiante Giovanni",ITA,Men
3380,"MAROVELLI, Antonio",ITA,Men
3381,"MASTROMARINO, Michele",ITA,Men
3382,"PARIS, Giuseppe",ITA,Men
3383,"ROSELLI, Ezio",ITA,Men
3384,"SALVI, Paolo",ITA,Men
3385,"TUBINO, Giovanni Battista",ITA,Men
3386,"ZAMPORI, Giorgio",ITA,Men
3387,"ZORZI, Angelo",ITA,Men
3388,"AUWERKERKEN, Eugenius",BEL,Men
3389,"BAUER, Théophile",BEL,Men
3390,"CLAESSENS, Francois",BEL,Men
3391,"COOTMANS, Auguste",BEL,Men
3392,"GIBENS, Frans",BEL,Men
3393,"HAEPERS, Albert",BEL,Men
3394,"JACOBS, Dominique",BEL,Men
3395,"KEMPENEERS, Félicien",BEL,Men
3396,"LABEEU, Jules",BEL,Men
3397,"LAFORTUNE, Hubert",BEL,Men
3398,"LANDRIEU, Auguste",BEL,Men
3399,"LANNIE, Charles",BEL,Men
3400,"LORIOT, Constant",BEL,Men
3401,"MINNAERT, Ferdinand",BEL,Men
3402,"MOERLOOS, Nicolas",BEL,Men
3403,"STOOP, Louis",BEL,Men
3404,"VAN GUYSSE, Jean",BEL,Men
3405,"VAN MELE, Alphonse",BEL,Men
3406,"VERBOVEN, François",BEL,Men
3407,"VERBOVEN, Jean",BEL,Men
3408,"VERDONCK, Julien",BEL,Men
3409,"VERSTRAETEN, Joseph",BEL,Men
3410,"VIVEX, Georges",BEL,Men
3411,"WAGEMANS, Julianus",BEL,Men
3412,"ALBERTSEN, Georg",DEN,Men
3413,"ANDERSEN, Rudolf Svend",DEN,Men
3414,"DIBBERN, Viggo Valdemar",DEN,Men
3415,"EISENÖE, Fritz",DEN,Men
3416,"FRANDSEN, Aage Valdemar Harald",DEN,Men
3417,"HANSEN, Hans Trier",DEN,Men
3418,"HELSTEEN, Hugo",DEN,Men
3419,"HOLM, Harry",DEN,Men
3420,"JANSSON, Harold",DEN,Men
3421,"JOHNSEN, Robert Jacob",DEN,Men
3422,"JUHL, Christian",DEN,Men
3423,"LANGE, Vilhelm",DEN,Men
3424,"MADSEN, Svend Meulengracht",DEN,Men
3425,"MARCUSSEN, Peter Andreas Marinus",DEN,Men
3426,"MÖLLER, Peter",DEN,Men
3427,"MÖLLER, Petersen Christian",DEN,Men
3428,"NIELSEN, Lukas Frederick Christian",DEN,Men
3429,"NIELSEN, Niels Congo Turin",DEN,Men
3430,"OLSEN, Oluf",DEN,Men
3431,"OLSEN, Steen Lerche",DEN,Men
3432,"RÖNNE, Hans Stig Trappaud",DEN,Men
3433,"SÖRENSEN, Rino Harry Charles",DEN,Men
3434,"THOMAS, Christian",DEN,Men
3435,"VERMEHREN, Knud",DEN,Men
3436,"AANING, Alf Lied",NOR,Men
3437,"AAS, Karl Jan",NOR,Men
3438,"ANDERSEN, Jörgen Marius",NOR,Men
3439,"BAYER, Gustav",NOR,Men
3440,"BJÖRNSTAD, Jörgen",NOR,Men
3441,"BODAHL, Asbjörn",NOR,Men
3442,"BÖHM, Eilert",NOR,Men
3443,"BOYESEN, Trygve Carlsen",NOR,Men
3444,"DAVIDSEN, Ingolf",NOR,Men
3445,"ENDRESON, Haakon",NOR,Men
3446,"ERSTAD, Jacob",NOR,Men
3447,"FAERSTAD, Harald Oliver",NOR,Men
3448,"HELGESEN, Hermann Aldryk",NOR,Men
3449,"HOL, Peter",NOR,Men
3450,"JOHANNESEN, Otto",NOR,Men
3451,"JOHANSEN, John Anker",NOR,Men
3452,"KRISTOFFERSON, Torbjörn",NOR,Men
3453,"NIELSEN, Henrik",NOR,Men
3454,"OPDAHL, Jacob",NOR,Men
3455,"RYDSTRÖM, Arthur Nicolai",NOR,Men
3456,"SAELEN, Frithjof",NOR,Men
3457,"SKJAERPE, Björn",NOR,Men
3458,"STEFFENSEN, Wilhelm Marius Bakke",NOR,Men
3459,"SUNDAL, Olav",NOR,Men
3460,"TÖNSBERG, Reidar",NOR,Men
3461,"WIGAND-LARSEN, Lauritz",NOR,Men
3462,"ARETS, Paul",BEL,Men
3463,"BRONCKAERT, Léon",BEL,Men
3464,"CLABOTS, Léopold",BEL,Men
3465,"CLAESSENS, Jean Baptiste",BEL,Men
3466,"DARRIEN, Léon",BEL,Men
3467,"DEHOUX, Lucien",BEL,Men
3468,"DELEU, Ernest",BEL,Men
3469,"DUBOISSON, Emil",BEL,Men
3470,"DUREUIL, Ernest",BEL,Men
3471,"FIEMS, Joseph",BEL,Men
3472,"HANSEN, Marcel",BEL,Men
3473,"HENIN, Louis",BEL,Men
3474,"HOFFMAN, Omer",BEL,Men
3475,"LOGIEST, Félix",BEL,Men
3476,"MARSCHAELCKE, Charles",BEL,Men
3477,"PAENHUYSEN, René",BEL,Men
3478,"PIERRET, Arnold",BEL,Men
3479,"PINCHART, René",BEL,Men
3480,"PIROTTE, Gaspar",BEL,Men
3481,"PLUYS, Augusten",BEL,Men
3482,"SON, Léopold",BEL,Men
3483,"TAEYMANS, Edouard",BEL,Men
3484,"THITIAR, Pierre",BEL,Men
3485,"VERHAVERT, Henri",BEL,Men
3486,"ACKE, Fausto",SWE,Men
3487,"ANDERSSON, Albert",SWE,Men
3488,"ANDERSSON-HOLTMAN, Arvid A.",SWE,Men
3489,"BÄCKANDER, Helge",SWE,Men
3490,"BENGTSSON, Bengt Folke",SWE,Men
3491,"BIÖRCK, C. Fabian",SWE,Men
3492,"CHARPENTIER, Carl Erik",SWE,Men
3493,"ERICSSON-EWREUS, Sture H.",SWE,Men
3494,"GRANSTRÖM, Konrad",SWE,Men
3495,"GUSTAFSSON, Helge",SWE,Men
3496,"HÄGER, Ake",SWE,Men
3497,"HEDMAN, Ture",SWE,Men
3498,"JONSSON, Sven",SWE,Men
3499,"JONSSON, Sven O.",SWE,Men
3500,"LINDAHL, Karl F.",SWE,Men
3501,"LINDMARK, Edmund",SWE,Men
3502,"MOHRBERG, Bengt",SWE,Men
3503,"PERSSON, Frans",SWE,Men
3504,"SÄRNER, Klas J.G.",SWE,Men
3505,"SJÖBERG, Curt",SWE,Men
3506,"SÖDERLINDH, Gunnar",SWE,Men
3507,"SÖRENSON, John Emil",SWE,Men
3508,"SVENSEN, Erik",SWE,Men
3509,"TÖRNER, Gösta",SWE,Men
3510,"BIRK, Johannes",DEN,Men
3511,"HANSEN, Frede",DEN,Men
3512,"HANSEN, Frederik",DEN,Men
3513,"HANSEN, Kristian Aage",DEN,Men
3514,"HOVGAARD, Hans",DEN,Men
3515,"JÖRGENSEN, Aage",DEN,Men
3516,"JÖRGENSEN, Alfred",DEN,Men
3517,"JÖRGENSEN, Alfred E.",DEN,Men
3518,"JÖRGENSEN, Arne",DEN,Men
3519,"KIRKELÖKKE, Knud",DEN,Men
3520,"LAMBAEK, Jens Stamp",DEN,Men
3521,"LARSEN, Kristian",DEN,Men
3522,"MADSEN, Kristian",DEN,Men
3523,"NIELSEN, Niels Christian",DEN,Men
3524,"NIELSEN, Niels Erik",DEN,Men
3525,"PEDERSEN, Hans",DEN,Men
3526,"PEDERSEN, Johannes",DEN,Men
3527,"PEDERSEN, Peter Dorf",DEN,Men
3528,"RASMUSSEN, Rasmus",DEN,Men
3529,"SNEFTRUP, Dines",DEN,Men
3530,"SÖRENSEN, Hans Drigstrup",DEN,Men
3531,"SÖRENSEN, Hans Laurids",DEN,Men
3532,"SÖRENSEN, Larsen Sören",DEN,Men
3533,"WALTHER, Aage",DEN,Men
3534,"WEST, Georg",DEN,Men
3535,"BECQUET, André",BEL,Men
3536,"CHIBERT, Pierre",BEL,Men
3537,"DAUFRESNE DE LA CHEVALERIE, Raoul",BEL,Men
3538,"DE MONTIGNY, Fernand",BEL,Men
3539,"DELELIENNE, Charles",BEL,Men
3540,"DIERCXENS, Louis",BEL,Men
3541,"GEVERS, Robert",BEL,Men
3542,"GOEMAERE, Adolphe",BEL,Men
3543,"GUIETTE, Charles",BEL,Men
3544,"KEPPENS, Raymond",BEL,Men
3545,"STRAUWEN, René",BEL,Men
3546,"THINCHANT, Paul",BEL,Men
3547,"VALCKE, Pierre",BEL,Men
3548,"VAN DEN BEMDEN, Maurice",BEL,Men
3549,"VAN NEROM, Jean",BEL,Men
3550,"ATKIN, Charles Sydney",GBR,Men
3551,"BENNETT, John Hadfield",GBR,Men
3552,"CAMPBELL, Colin",GBR,Men
3553,"CASSELS, Harold Kennedy",GBR,Men
3554,"COOKE, Harold Douglas",GBR,Men
3555,"CROCKFORD, Eric Bertram",GBR,Men
3556,"CRUMMACK, Reginald William",GBR,Men
3557,"HASLAM, Harry Eustace",GBR,Men
3558,"LEIGHTON, Arthur Francis",GBR,Men
3559,"MARCOM, Charles Shotto",GBR,Men
3560,"MCBRYAN, John Crawford",GBR,Men
3561,"MCGRATH, George",GBR,Men
3562,"SHOVELLER, Stanley Howard",GBR,Men
3563,"SMITH, William Faulder",GBR,Men
3564,"WILKINSON, Cyril Theodore",GBR,Men
3565,"BJERRUM, Hans Adolf",DEN,Men
3566,"BLACH, Ejvind",DEN,Men
3567,"BLACH, Svend",DEN,Men
3568,"DUE, Steen",DEN,Men
3569,"EIGENBROD, Thorvald",DEN,Men
3570,"FABER, Frans",DEN,Men
3571,"HANSEN, Hans Jörgen",DEN,Men
3572,"HERLAK, Hans Christian",DEN,Men
3573,"HOLST, Henning",DEN,Men
3574,"HUSTED, Erik",DEN,Men
3575,"METZ, Paul",DEN,Men
3576,"RASMUSSEN, Andreas",DEN,Men
3577,"DUSEK, Adolf",TCH,Men
3578,"HARTMANN, Karel",TCH,Men
3579,"LOOS, Vilém",TCH,Men
3580,"PALOUS, Jan",TCH,Men
3581,"PEKA, Jan",TCH,Men
3582,"PESEK, Karel",TCH,Men
3583,"SROUBEK, Josef",TCH,Men
3584,"VINDYS, Otto",TCH,Men
3585,"BENSON, Robert",CAN,Men
3586,"BYRON, Wally",CAN,Men
3587,"FREDERICKSON, Frank",CAN,Men
3588,"FRIDFINNSON, Christian",CAN,Men
3589,"GOODMAN, Michael",CAN,Men
3590,"HALDERSON, Haldor",CAN,Men
3591,"JOHANSSON, Konrad",CAN,Men
3592,"WOODMAN, Allan",CAN,Men
3593,"BONNEY, Raymond Lenroy",USA,Men
3594,"CONROY, Anthony",USA,Men
3595,"DRURY, Herbert",USA,Men
3596,"FITZGERALD, Edward",USA,Men
3597,"GERAN, George Pierce",USA,Men
3598,"GOHEEN, Frank Xavier",USA,Men
3599,"MCCORMICK, Joseph",USA,Men
3600,"MCCORMICK, Lawrence",USA,Men
3601,"SYNNOTT, Francis Allen",USA,Men
3602,"TUCK, Leon Parker",USA,Men
3603,"WEIDENBORNER, Cyril",USA,Men
3604,"RUNO, Gosta",SWE,Men
3605,"DYRSSEN, Gustaf",SWE,Men
3606,"DE LAVAL, Erik",SWE,Men
3607,"ALLEN, Terry",USA,Men
3608,"HARRIS, Arthur Ringland",USA,Men
3609,"MARGETTS, Nelson E.",USA,Men
3610,"MONTGOMERY, John Carter",USA,Men
3611,"BARRETT, Frederick Whitfield",GBR,Men
3612,"LOCKETT, Vivian Noverre",GBR,Men
3613,"MELVILLE, Teignmouth Philip",GBR,Men
3614,"WODEHOUSE, John",GBR,Men
3615,"DE FIGUEROA, Alvaro",ESP,Men
3616,"DE FIGUEROA, José",ESP,Men
3617,"DE LA MAZA, Leopoldo",ESP,Men
3618,"DE SAN MIGUEL, Justo",ESP,Men
3619,"FITZ-JAMES STUART Y FALCO, Hernando",ESP,Men
3620,"Fitz-James Stuart y Falco, JACOBO",ESP,Men
3621,"GIRAN, Gaston",FRA,Men
3622,"PLE, Alfred",FRA,Men
3623,"COSTELLO, Paul Vincent",USA,Men
3624,"KELLY, John Brendan",USA,Men
3625,"ANNONI, Pietro",ITA,Men
3626,"DONES, Erminio",ITA,Men
3627,"ELLINGSEN, Haakon",NOR,Men
3628,"HAGEN, Thoralf",NOR,Men
3629,"MICHELSEN, Thore",NOR,Men
3630,"MORTENSEN, Arne",NOR,Men
3631,"NAG, Karl",NOR,Men
3632,"NAG, Theodor",NOR,Men
3633,"NILSEN, Adolf",NOR,Men
3634,"OLSEN, Conrad",NOR,Men
3635,"TOLLEFSEN, Tollef",NOR,Men
3636,"CLARK, Sherman Rockwell",USA,Men
3637,"GALLAGHER, Vincent Joseph",USA,Men
3638,"GRAVES, Edwin Darius",USA,Men
3639,"JACOMINI, Virgil Victor",USA,Men
3640,"JOHNSTON, Donald Hendric",USA,Men
3641,"JORDAN, William Conrad",USA,Men
3642,"KING, Clyde Whitlock",USA,Men
3643,"MOORE, Edward Peerman",USA,Men
3644,"SANDBORN, Allen Ream",USA,Men
3645,"CAMPBELL, John Alan",GBR,Men
3646,"EARL, Sebastian",GBR,Men
3647,"HORSFALL, Ewart Douglas",GBR,Men
3648,"JAMES, Walter",GBR,Men
3649,"JOHNSTONE, Robin Talbot",GBR,Men
3650,"LUCAS, Richard Saville",GBR,Men
3651,"NICKALLS, Guy Oliver Jr.",GBR,Men
3652,"SHOVE, Ralph Samuel",GBR,Men
3653,"SWANN, Sidney Ernest",GBR,Men
3654,"GULBRANDSEN, Per",NOR,Men
3655,"HAGEN, Thoralf",NOR,Men
3656,"KLEM, Theodor",NOR,Men
3657,"LARSEN, Henry",NOR,Men
3658,"VAR, Birger",NOR,Men
3659,"BRÜDERLIN, Willy",SUI,Men
3660,"RUDOLF, Max",SUI,Men
3661,"RUDOLF, Paul",SUI,Men
3662,"STAUB, Paul",SUI,Men
3663,"WALTER, Hans",SUI,Men
3664,"CLARK, Sherman Rockwell",USA,Men
3665,"FEDERSCHMIDT, Erich",USA,Men
3666,"FEDERSCHMIDT, Franz",USA,Men
3667,"KLOSE, Carl Otto",USA,Men
3668,"MYERS, Kenneth",USA,Men
3669,"CANDEVEAU, Edouard",SUI,Men
3670,"FELBER, Alfred",SUI,Men
3671,"PIAGET, Paul",SUI,Men
3672,"DE FILIP, Guido",ITA,Men
3673,"OLGENI, Ercole",ITA,Men
3674,"SCATTURIN, Giovanni",ITA,Men
3675,"BARBEROLLE, Ernest",FRA,Men
3676,"BOUTON, Maurice",FRA,Men
3677,"POIX, Gabriel",FRA,Men
3678,"HADFIELD D'ARCY, D. Clarence",NZL,Men
3679,"KELLY, John Brendan",USA,Men
3680,"BERESFORD, Jack",GBR,Men
3681,"CARROLL, Daniel Brendan",USA,Men
3682,"DOE, Charles Webster",USA,Men
3683,"FISH, George Winthrop",USA,Men
3684,"HUNTER, Joseph Garvin",USA,Men
3685,"KIRKSEY, Morris",USA,Men
3686,"MEHAN, Charles Thomas",USA,Men
3687,"MULDOON, John",USA,Men
3688,"MULDOON, William",USA,Men
3689,"O'NEIL, John T.",USA,Men
3690,"PATRICK, John Clarence",USA,Men
3691,"RIGHTER, Cornelius Erwin",USA,Men
3692,"SCHOLZ, Rudolph John",USA,Men
3693,"SLATER, Colby Edward",USA,Men
3694,"TEMPLETON, Robert Lyman",USA,Men
3695,"TILDEN, Charles Lee",USA,Men
3696,"WINSTON, James Duarte",USA,Men
3697,"WRENN, Heaton Luse",USA,Men
3698,"BADER, Edouard",FRA,Men
3699,"BERRURIER, Raymond",FRA,Men
3700,"BORDES, François",FRA,Men
3701,"BOUSQUET, Adolphe René",FRA,Men
3702,"CHILO, André",FRA,Men
3703,"CRABOS, René",FRA,Men
3704,CURTET,FRA,Men
3705,"ELUERE, Alfred",FRA,Men
3706,"FORESTIER, Jacques",FRA,Men
3707,GRENET,FRA,Men
3708,"LABEYRIE, Maurice",FRA,Men
3709,"LAMAIGNIERE, Constant",FRA,Men
3710,"LEVASSEUR, Robert",FRA,Men
3711,"SOULIE, Eugène",FRA,Men
3712,"THIERCELIN, Raoul",FRA,Men
3713,"THIERRY, Robert",FRA,Men
3714,"HERSETH, Erik Johan",NOR,Men
3715,"HOLTER, Sigurd",NOR,Men
3716,"JAMVOLD, Gunnar",NOR,Men
3717,"JAMVOLD, Petter",NOR,Men
3718,"JUELL, Claus",NOR,Men
3719,"NIELSEN, Ingar",NOR,Men
3720,"SÖRENSEN, Ole",NOR,Men
3721,"ARENTZ, Charles Archer",NOR,Men
3722,"FALKENBERG, Otto Gabriel Grubbe",NOR,Men
3723,"GILBERT, Willy",NOR,Men
3724,"GJERTSEN, Robert",NOR,Men
3725,"SCHJÖTT, Halfdan",NOR,Men
3726,"SCHJÖTT, Trygve",NOR,Men
3727,"SEJERSTED, Arne",NOR,Men
3728,"HIN, Franciscus Fidelis Joseph",NED,Men
3729,"HIN, Johannes Joseph Antonius",NED,Men
3730,"BEUKERS, Petrus Bernardus",NED,Men
3731,"VAN DER BIESEN, Arnoud Eugène",NED,Men
3732,"BIRKELAND, Halvor",NOR,Men
3733,"BIRKELAND, Rasmus",NOR,Men
3734,"CHRISTIANSEN, Lauritz",NOR,Men
3735,"MÖGSTER, Halvor Olai",NOR,Men
3736,"NAESS, Hans Henrik Stoermann",NOR,Men
3737,"ÖSTERVOLD, Henrik",NOR,Men
3738,"ÖSTERVOLD, Jan Olsen",NOR,Men
3739,"ÖSTERVOLD, Kristian Olsen",NOR,Men
3740,"ÖSTERVOLD, Ole Olsen",NOR,Men
3741,"ALLERS, Arthur",NOR,Men
3742,"BORTHEN, Martin",NOR,Men
3743,"FRIELE, Johan Mohr",NOR,Men
3744,"HASSEL, Kaspar Fredrik",NOR,Men
3745,"ÖRVIG, Erik",NOR,Men
3746,"ÖRVIG, Olav",NOR,Men
3747,"ÖRVIG, Thor",NOR,Men
3748,"REIMERS, Egill",NOR,Men
3749,"WIESE, Christen",NOR,Men
3750,"HEDBERG, Thomas",GBR,Men
3751,"RICHARDS, Francis Augustus",GBR,Men
3752,"BENGTSSON, Gösta",SWE,Men
3753,"CALVERT, Axel",SWE,Men
3754,"LUNDQVIST, Gösta",SWE,Men
3755,"STEFFENBURG, Rolf",SWE,Men
3756,"HOLM, Tore",SWE,Men
3757,"HOLM, Yngve",SWE,Men
3758,"RYDIN, Axel W.",SWE,Men
3759,"TENGWALL, Georg H.",SWE,Men
3760,"ALMSTEDT, Percy",SWE,Men
3761,"MELLBIN, Erik",SWE,Men
3762,"SVENSSON, Gustaf",SWE,Men
3763,"SVENSSON, Ragnar",SWE,Men
3764,"CARP, Bernard",NED,Men
3765,"CARP, Johan Robbert",NED,Men
3766,"WERNINK, Petrus Adrianus",NED,Men
3767,"MONIER, Robert",FRA,Men
3768,"PICON, Félix",FRA,Men
3769,"WEIL, Albert",FRA,Men
3770,"AGERSBORG, Henrik",NOR,Men
3771,"BERNSTEN, Einar",NOR,Men
3772,"PEDERSEN, Trygve",NOR,Men
3773,"BRUYNSEELS, Frédéric Albert Gustave",BEL,Men
3774,"CORNELLIE, Emile François",BEL,Men
3775,"CORNELLIE, Florimond",BEL,Men
3776,"ERICHSEN, Leif",NOR,Men
3777,"KNUDSEN, Andreas Annan",NOR,Men
3778,"TORGENSEN, Einar",NOR,Men
3779,"BRECKE, Andreas Bang",NOR,Men
3780,"KAASEN, Paal",NOR,Men
3781,"RÖD, Ingolf",NOR,Men
3782,"HUYBRECHTS, Léon",BEL,Men
3783,"KLOTZ, John",BEL,Men
3784,"VAN DEN BUSSCHE, Charles",BEL,Men
3785,"COLEMAN, Robert",GBR,Men
3786,"MADDISON, William",GBR,Men
3787,"WRIGHT, Cyril",GBR,Men
3788,"ABEL, Sten",NOR,Men
3789,"DICK, Christian",NOR,Men
3790,"FAYE, Johann",NOR,Men
3791,"NIELSEN, Niels",NOR,Men
3792,"WRIGHT, Dorothy",GBR,Women
3793,"HOLBYE, Thorleif",NOR,Men
3794,"JACOBSEN, Alf Kristian Bruun",NOR,Men
3795,"OLSEN, Kristoffer",NOR,Men
3796,"RINGVOLD, Carl August",NOR,Men
3797,"WAGLE, Tellef",NOR,Men
3798,"ABEL, Sten",NOR,Men
3799,"DICK, Christian",NOR,Men
3800,"FAYE, Johann",NOR,Men
3801,"NIELSEN, Niels",NOR,Men
3802,"DE L'ARBRE, Willy",BEL,Men
3803,"GRISAR, Albert",BEL,Men
3804,"HELLEBUYCK, Georges",BEL,Men
3805,"STANDAERT, Léopold",BEL,Men
3806,"WEEWAUTERS, Henri",BEL,Men
3807,"CHRISTOFFERSEN, Thorleif",NOR,Men
3808,"KONOW, Magnus",NOR,Men
3809,"MARTHINIUSSEN, Reidar",NOR,Men
3810,"VIK, Ragnar Magne",NOR,Men
3811,"SALVESEN, Jens",NOR,Men
3812,"SCHIANDER, Finn",NOR,Men
3813,"SCHMIDT, Lauritz Thure Thrap",NOR,Men
3814,"THOMAS, Nils",NOR,Men
3815,"TSCHUDI, Ralph",NOR,Men
3816,"LIBERG, Einar",NOR,Men
3817,"LILLOE-OLSEN, Ole Andreas",NOR,Men
3818,"LANDELIUS, P. Fredric",SWE,Men
3819,"KOLHO, Yrjö",FIN,Men
3820,"TIKKANEN, Robert",FIN,Men
3821,"TOIVONEN, Nestori",FIN,Men
3822,"VAUHKONEN, Vilho",FIN,Men
3823,"WEGELIUS, Karl Magnus",FIN,Men
3824,"JOHANSEN, Thorstein Arthur",NOR,Men
3825,"LIBERG, Einar",NOR,Men
3826,"LILLOE-OLSEN, Ole Andreas",NOR,Men
3827,"NATVIG, Harald",NOR,Men
3828,"NORDVIK, Hans",NOR,Men
3829,"BENEDICKS, Edward",SWE,Men
3830,"LAGERCRANTZ, Bengt",SWE,Men
3831,"LANDELIUS, P. Fredric",SWE,Men
3832,"SWAHN, Alfred",SWE,Men
3833,"SWAHN, Oscar",SWE,Men
3834,"NATVIG, Harald",NOR,Men
3835,"OLSEN, Otto M.",NOR,Men
3836,"SWAHN, Alfred",SWE,Men
3837,"BROWN, Thomas Cole",USA,Men
3838,"LEE, Willis",USA,Men
3839,"NUESSLEIN, Lawrence Adam",USA,Men
3840,"OSBURN, Carl Townsend",USA,Men
3841,"SPOONER, Lloyd Spencer",USA,Men
3842,"LIBERG, Einar",NOR,Men
3843,"LILLOE-OLSEN, Ole Andreas",NOR,Men
3844,"NATVIG, Harald",NOR,Men
3845,"NORDVIK, Hans",NOR,Men
3846,"OLSEN, Otto M.",NOR,Men
3847,"KOLHO, Yrjö",FIN,Men
3848,"LAPPALAINEN, Kaarlo Kustaa",FIN,Men
3849,"TIKKANEN, Robert",FIN,Men
3850,"TOIVONEN, Nestori",FIN,Men
3851,"WEGELIUS, Karl Magnus",FIN,Men
3852,"ZULAUF, Fritz",SUI,Men
3853,"PARAENSE, Guilherme",BRA,Men
3854,"BRACKEN, Raymond",USA,Men
3855,"KUCHEN, Fritz",SUI,Men
3856,"LIENHARD, Walter",SUI,Men
3857,"RÖSLI, Arnold",SUI,Men
3858,"TRÖNDLE, Albert",SUI,Men
3859,"WIDMER, Caspar",SUI,Men
3860,"JACKSON, Joseph",USA,Men
3861,"LEE, Willis",USA,Men
3862,"OSBURN, Carl Townsend",USA,Men
3863,"SCHRIVER, Gunnery Ollie",USA,Men
3864,"SPOONER, Lloyd Spencer",USA,Men
3865,"HELGERUD, Albert",NOR,Men
3866,"OLSEN, Otto M.",NOR,Men
3867,"ONSRUD, Jacob",NOR,Men
3868,"ÖSTENSEN, Östen",NOR,Men
3869,"SLETTEN, Olaf",NOR,Men
3870,"ÖSTENSEN, Östen",NOR,Men
3871,"FISHER, Morris",USA,Men
3872,"LARSEN, Niels Hansen Ditlev",DEN,Men
3873,"KOLHO, Voitto Waldemar",FIN,Men
3874,"LAPPALAINEN, Kaarlo Kustaa",FIN,Men
3875,"NIEMINEN, Veli Heikki",FIN,Men
3876,"VAUHKONEN, Vilho",FIN,Men
3877,"WEGELIUS, Karl Magnus",FIN,Men
3878,"FISHER, Morris",USA,Men
3879,"JACKSON, Joseph",USA,Men
3880,"LEE, Willis",USA,Men
3881,"OSBURN, Carl Townsend",USA,Men
3882,"SPOONER, Lloyd Spencer",USA,Men
3883,"JOHNSON, Léon",FRA,Men
3884,"PARMENTIER, André",FRA,Men
3885,"PAROCHE, Achille",FRA,Men
3886,"ROES, Georges",FRA,Men
3887,"RUMEAU, Emile",FRA,Men
3888,"ERICSSON, Olle",SWE,Men
3889,"ERIKSSON, Mauritz",SWE,Men
3890,"HELLMAN, Walfried",SWE,Men
3891,"JOHANSSON, Carl Hugo",SWE,Men
3892,"LAGERLÖF, Leonard",SWE,Men
3893,"LARSEN, Niels Hansen Ditlev",DEN,Men
3894,"MADSEN, Lars Jörgen",DEN,Men
3895,"NIELSEN, Anders Peter",DEN,Men
3896,"PETERSEN, Anders Martinus",DEN,Men
3897,"SAETTER-LASSEN, Erik",DEN,Men
